food,unit,kcal,protein,carb,fat,source
結球萵苣,100 g,13.0,0.7,2.8,0.1,TFDA
絲瓜,100 g,19.0,1.1,3.9,0.1,TFDA
絲瓜花,100 g,31.0,3.9,4.8,0.3,TFDA
綜合堅果穀物沖泡包,100 g,453.0,13.3,65.4,15.4,TFDA
綠櫛瓜,100 g,13.0,2.2,1.8,0.0,TFDA
綠殼菜蛤,100 g,96.0,17.8,2.6,2.2,TFDA
綠殼菜蛤干,100 g,263.0,43.7,23.9,8.5,TFDA
綠番茄,100 g,25.0,0.9,5.4,0.1,TFDA
綠皮蛇瓜,100 g,32.0,1.9,5.6,0.6,TFDA
綠竹筍,100 g,25.0,1.7,4.7,0.2,TFDA
綠胡椒粒,100 g,379.0,11.3,68.4,7.3,TFDA
綠茶,100 g,22.0,0.0,5.4,,TFDA
綠茶茶湯,100 g,0.0,0.1,0.0,,TFDA
綠葡萄平均值,100 g,58.0,0.5,15.3,0.2,TFDA
綠蘆筍,100 g,22.0,1.3,4.5,0.2,TFDA
綠蘆筍(短型),100 g,22.0,3.5,3.0,0.1,TFDA
綠蘆筍(細短型),100 g,23.0,3.3,3.2,0.2,TFDA
綠蘆筍平均值,100 g,22.0,2.7,3.5,0.2,TFDA
綠豆,100 g,344.0,22.8,63.0,1.1,TFDA
綠豆仁,100 g,339.0,24.6,59.6,1.3,TFDA
綠豆凸,100 g,394.0,6.9,55.8,15.9,TFDA
綠豆球,100 g,346.0,6.2,77.9,1.1,TFDA
綠豆粉,100 g,344.0,21.7,62.9,1.5,TFDA
綠豆芽,100 g,24.0,2.3,4.1,0.2,TFDA
維生素C口含錠(檸檬),100 g,399.0,0.2,98.3,0.6,TFDA
維生素強化飲料(綜合),100 g,54.0,0.2,13.4,,TFDA
維生素強化飲料(維生素C),100 g,57.0,,14.3,,TFDA
維生素強化飲料(胡蘿蔔素),100 g,39.0,0.0,9.9,,TFDA
網紋龍占魚,100 g,101.0,21.7,0.0,1.0,TFDA
綿羊肉切片,100 g,198.0,18.8,0.0,13.0,TFDA
綿羊腹脅肉火鍋片,100 g,252.0,16.9,2.5,20.0,TFDA
羅勒片,100 g,289.0,23.3,46.1,5.8,TFDA
羅氏沼蝦,100 g,88.0,20.3,0.2,0.2,TFDA
羊乳片,100 g,410.0,23.4,56.6,10.0,TFDA
羊羹,100 g,289.0,3.0,67.6,0.7,TFDA
羊肉爐醬,100 g,130.0,7.3,8.9,7.2,TFDA
美國五爪蘋果,100 g,51.0,0.2,13.8,0.1,TFDA
美國紅葡萄,100 g,69.0,0.4,17.7,0.4,TFDA
美國紅葡萄(含皮),100 g,61.0,0.4,16.3,0.1,TFDA
美國紫葡萄(含皮),100 g,80.0,0.4,21.9,0.0,TFDA
美國綠葡萄,100 g,64.0,0.5,16.8,0.2,TFDA
美國綠葡萄(含皮),100 g,87.0,0.6,22.7,0.4,TFDA
美國黑葡萄(含皮),100 g,63.0,0.6,16.4,0.2,TFDA
美式咖啡(無糖),100 g,2.0,0.2,0.3,0.1,TFDA
美濃瓜,100 g,37.0,1.1,8.8,0.2,TFDA
義大利茼蒿,100 g,15.0,1.6,1.9,0.4,TFDA
義式乳酪醬,100 g,216.0,8.8,6.9,17.0,TFDA
羽衣甘藍(有機),100 g,35.0,3.0,5.1,0.9,TFDA
翅腿(肉雞),100 g,210.0,17.8,1.0,14.8,TFDA
翠玉白菜,100 g,19.0,1.0,2.8,0.7,TFDA
翠玉青蘋果,100 g,46.0,0.3,12.2,0.1,TFDA
翠玉青蘋果(帶皮),100 g,54.0,0.4,14.1,0.2,TFDA
翡翠李,100 g,48.0,0.7,11.4,0.5,TFDA
翻車魨腹肉,100 g,47.0,10.2,0.7,0.4,TFDA
翻車魨魚皮,100 g,28.0,6.5,0.0,0.0,TFDA
翼豆,100 g,31.0,2.5,4.7,0.4,TFDA
老薑,100 g,53.0,1.1,11.7,0.5,TFDA
聖女小番茄,100 g,34.0,1.1,6.9,0.5,TFDA
聖心芒果,100 g,50.0,0.5,12.9,0.2,TFDA
肉圓,100 g,136.0,3.1,27.3,1.6,TFDA
肉桂粉,100 g,343.0,4.2,78.8,2.9,TFDA
肉燥,100 g,397.0,9.5,4.2,38.1,TFDA
肉粽,100 g,235.0,8.2,30.7,8.8,TFDA
肉羹,100 g,247.0,9.7,18.9,14.7,TFDA
肉雞,100 g,248.0,16.1,0.0,19.9,TFDA
肉鬆麵包,100 g,429.0,8.1,47.6,22.9,TFDA
肯特芒果,100 g,49.0,0.5,12.7,0.2,TFDA
胚芽秈米(台中秈10號),100 g,363.0,8.3,76.1,2.1,TFDA
胚芽稉米(台稉10號）,100 g,360.0,7.3,77.2,1.7,TFDA
胚芽稉米(台稉9號),100 g,363.0,9.1,76.5,1.5,TFDA
胚芽稉米平均值,100 g,362.0,8.2,76.8,1.6,TFDA
胡瓜,100 g,14.0,0.7,2.9,0.1,TFDA
胡蘿蔔,100 g,37.0,1.0,8.5,0.2,TFDA
胡蘿蔔平均值,100 g,39.0,1.1,8.9,0.1,TFDA
胭脂蝦,100 g,114.0,13.8,0.7,6.1,TFDA
脆桃平均值,100 g,44.0,0.9,11.1,0.1,TFDA
脫水甘藍,100 g,341.0,6.9,82.6,0.1,TFDA
脫脂保久濃稠發酵乳(草莓&蘋果),100 g,68.0,3.0,13.6,0.2,TFDA
脫脂保久稀釋發酵乳,100 g,46.0,0.1,11.0,0.1,TFDA
脫脂凝態發酵乳(纖維強化),100 g,84.0,4.1,15.9,0.5,TFDA
脫脂奶粉,100 g,361.0,36.2,51.2,0.9,TFDA
脫脂奶粉(即溶),100 g,360.0,38.0,48.8,1.0,TFDA
脫脂強化奶粉(抗氧化),100 g,366.0,32.3,56.6,1.0,TFDA
脫脂強化奶粉(鈣&維生素A強化),100 g,360.0,38.0,48.8,1.0,TFDA
"脫脂強化奶粉(鈣&維生素C,E強化)",100 g,360.0,32.8,55.4,0.7,TFDA
脫脂強化奶粉(鈣&鐵強化),100 g,360.0,35.6,52.3,0.7,TFDA
脫脂強化鮮乳(寡醣強化),100 g,36.0,3.1,5.2,0.4,TFDA
脫脂強化鮮乳(鈣強化),100 g,42.0,3.5,6.3,0.3,TFDA
脫脂強化鮮乳(鐵強化),100 g,41.0,4.2,5.6,0.2,TFDA
脫脂濃稠發酵乳,100 g,64.0,3.0,12.1,0.4,TFDA
脫脂濃稠發酵乳(低熱量),100 g,37.0,2.0,6.9,0.1,TFDA
脫脂濃稠發酵乳(啤酒酵母),100 g,34.0,2.1,6.4,0.1,TFDA
脫脂濃稠發酵乳(草莓),100 g,68.0,2.3,13.8,0.4,TFDA
脫脂稀釋發酵乳,100 g,68.0,1.1,15.8,0.1,TFDA
脫脂稀釋發酵乳(鈣強化),100 g,72.0,1.0,16.9,0.1,TFDA
腓力牛排,100 g,184.0,20.6,0.1,10.7,TFDA
腰果(生),100 g,568.0,18.3,30.3,45.5,TFDA
膽肝,100 g,252.0,31.2,13.9,7.9,TFDA
臘肉(五花肉),100 g,525.0,18.5,2.4,49.0,TFDA
臘肉(腿肉),100 g,377.0,26.7,6.4,27.2,TFDA
臺灣馬加鰆,100 g,180.0,20.2,0.0,10.4,TFDA
舞菇,100 g,28.0,1.4,5.8,0.1,TFDA
芋仔餅,100 g,354.0,4.6,56.6,12.1,TFDA
芋圓,100 g,214.0,0.9,52.1,0.2,TFDA
芋心甘藷,100 g,122.0,1.1,28.5,0.1,TFDA
芋莖,100 g,20.0,1.1,3.4,0.5,TFDA
芋頭,100 g,128.0,2.5,26.4,1.1,TFDA
芋頭粉,100 g,333.0,0.1,83.1,0.0,TFDA
芋頭饅頭,100 g,155.0,5.7,31.5,0.6,TFDA
芒果乾,100 g,334.0,0.6,90.0,1.0,TFDA
芒果平均值(新興種),100 g,56.0,0.6,14.4,0.2,TFDA
芒果平均值(西洋種),100 g,50.0,0.6,13.0,0.2,TFDA
芒果青,100 g,223.0,0.6,54.2,0.4,TFDA
芝麻糊沖泡包,100 g,458.0,9.3,70.7,15.4,TFDA
芡實,100 g,343.0,9.9,75.4,0.1,TFDA
芥花油,100 g,883.0,0.0,0.0,99.9,TFDA
芥菜,100 g,18.0,1.6,3.2,0.1,TFDA
芥菜平均值,100 g,19.0,1.5,3.5,0.2,TFDA
芥藍芽,100 g,26.0,2.2,4.5,0.3,TFDA
芥藍菜,100 g,20.0,1.7,3.2,0.3,TFDA
芫荽,100 g,26.0,2.3,4.5,0.3,TFDA
芭樂平均值(白肉),100 g,40.0,0.7,10.2,0.1,TFDA
芭樂果乾,100 g,347.0,1.1,85.2,0.2,TFDA
芭樂汁(非原汁),100 g,45.0,0.2,11.0,0.1,TFDA
花尾唇指翁(翁加魚邊),100 g,116.0,19.8,0.6,3.4,TFDA
花捲,100 g,227.0,5.7,47.0,1.9,TFDA
花椒粉,100 g,369.0,10.0,63.2,9.2,TFDA
花椒粒,100 g,359.0,10.3,53.6,12.5,TFDA
花椰菜,100 g,23.0,1.8,4.5,0.1,TFDA
花椰菜乾,100 g,291.0,16.0,62.5,0.6,TFDA
花瓜罐頭,100 g,89.0,2.9,18.8,0.2,TFDA
花生仁湯,100 g,108.0,2.8,12.7,5.1,TFDA
花生油,100 g,883.0,0.0,0.0,99.9,TFDA
花生牛奶巧克力,100 g,489.0,13.0,56.9,23.2,TFDA
花生粉,100 g,516.0,28.5,33.0,33.8,TFDA
花生糖,100 g,562.0,17.9,43.3,35.3,TFDA
花生貢糖,100 g,511.0,13.5,55.0,26.3,TFDA
花生醬,100 g,657.0,24.0,17.9,54.3,TFDA
花生麵筋罐頭,100 g,206.0,11.0,15.5,11.1,TFDA
花胡瓜(有機),100 g,15.0,0.8,3.1,0.1,TFDA
花腹鯖,100 g,138.0,23.9,0.1,4.0,TFDA
花菇,100 g,52.0,3.6,10.7,0.1,TFDA
花蒲瓜(圓形),100 g,15.0,0.3,3.5,0.0,TFDA
花豆,100 g,328.0,21.2,59.0,1.7,TFDA
花豆罐頭(糖漬),100 g,204.0,7.6,43.5,0.0,TFDA
花身副麗魚,100 g,112.0,17.7,1.1,4.1,TFDA
花身鯻,100 g,157.0,19.5,0.0,8.2,TFDA
芹菜,100 g,18.0,0.8,3.8,0.2,TFDA
芹菜(青梗),100 g,12.0,0.8,2.4,0.1,TFDA
芹菜平均值,100 g,15.0,0.8,3.1,0.1,TFDA
苜蓿芽,100 g,20.0,3.2,2.5,0.2,TFDA
苦瓜(白皮),100 g,19.0,0.9,4.1,0.1,TFDA
苦瓜(青皮),100 g,20.0,0.9,4.2,0.1,TFDA
苦茶糖,100 g,396.0,0.1,98.5,0.2,TFDA
茂谷柑,100 g,44.0,0.6,11.5,0.1,TFDA
范氏副葉鰺,100 g,108.0,20.9,2.1,2.1,TFDA
茄汁鯖魚罐頭,100 g,116.0,17.6,2.8,3.8,TFDA
茉莉花茶,100 g,28.0,0.1,7.1,,TFDA
茉莉花茶湯,100 g,0.0,0.1,0.0,,TFDA
茭白筍,100 g,20.0,1.3,4.0,0.2,TFDA
茴香,100 g,24.0,2.2,4.1,0.2,TFDA
茶葉蛋(市售),100 g,147.0,13.5,3.5,8.7,TFDA
茶葉蛋(浸泡隔夜),100 g,143.0,13.8,0.9,9.4,TFDA
茶葉蛋平均值,100 g,145.0,13.7,2.2,9.1,TFDA
茶葉蛋白(浸泡隔夜),100 g,54.0,12.9,0.4,0.1,TFDA
茶葉蛋黃(浸泡隔夜),100 g,344.0,15.7,2.2,30.3,TFDA
茶鵝,100 g,352.0,15.6,0.0,32.6,TFDA
茼蒿,100 g,16.0,1.7,2.2,0.3,TFDA
草對蝦,100 g,100.0,22.0,1.0,0.7,TFDA
草石蠶,100 g,75.0,1.7,18.0,0.0,TFDA
草莓,100 g,39.0,1.0,9.3,0.2,TFDA
草莓果醬,100 g,272.0,0.4,65.0,1.2,TFDA
草菇,100 g,36.0,3.8,5.9,0.3,TFDA
草菇罐頭,100 g,36.0,3.3,5.4,0.1,TFDA
草蝦仁,100 g,44.0,9.7,0.9,0.3,TFDA
草魚(含皮),100 g,91.0,17.2,0.8,2.0,TFDA
草魚切片,100 g,166.0,21.4,2.1,8.3,TFDA
荔枝平均值,100 g,65.0,1.0,16.5,0.2,TFDA
荳蔻粉,100 g,448.0,6.7,50.6,26.2,TFDA
荷包蛋(不加油),100 g,162.0,14.0,1.4,11.2,TFDA
荷包蛋(加油1小匙),100 g,192.0,13.0,1.6,14.9,TFDA
荷葉白菜,100 g,14.0,1.4,2.5,0.1,TFDA
荷蘭豆菜心,100 g,30.0,3.9,3.9,0.6,TFDA
荸薺,100 g,67.0,1.7,14.5,0.1,TFDA
荸薺粉,100 g,365.0,0.4,87.8,0.2,TFDA
莫三比克口孵非鯽,100 g,112.0,19.5,0.0,3.2,TFDA
菊花南瓜,100 g,76.0,3.8,16.8,0.1,TFDA
菊花茶,100 g,30.0,0.0,7.4,,TFDA
菠菜,100 g,18.0,2.2,2.4,0.3,TFDA
菠菜(葉)(有機),100 g,26.0,3.3,3.6,0.4,TFDA
菠菜麵,100 g,356.0,11.8,74.4,1.2,TFDA
菠蘿蜜,100 g,108.0,1.0,28.4,0.2,TFDA
菠蘿麵包,100 g,378.0,9.2,51.5,15.0,TFDA
華寶大西瓜(花蓮),100 g,33.0,0.7,8.4,0.1,TFDA
華翠菇,100 g,29.0,2.5,5.1,0.2,TFDA
菱角(熟),100 g,146.0,4.2,31.0,0.3,TFDA
菱角(生),100 g,76.0,1.9,16.1,0.3,TFDA
菱角仁(生),100 g,118.0,4.1,24.1,0.3,TFDA
菱角牛奶甘藷,100 g,133.0,1.9,29.9,0.3,TFDA
菲律賓簾蛤,100 g,37.0,7.5,4.1,0.5,TFDA
菾菜,100 g,21.0,2.0,3.7,0.1,TFDA
萊姆,100 g,38.0,0.5,7.7,1.0,TFDA
萊姆汁,100 g,34.0,0.3,8.1,0.5,TFDA
萊豆仁(去膜),100 g,137.0,7.4,24.7,1.4,TFDA
萊豆仁(帶膜),100 g,112.0,7.8,20.1,0.4,TFDA
落葵,100 g,33.0,2.7,6.0,0.3,TFDA
葉唇笛鯛,100 g,118.0,19.9,0.0,3.7,TFDA
葛仙米藻,100 g,24.0,1.3,5.2,0.0,TFDA
葡萄乾,100 g,306.0,3.2,78.7,1.5,TFDA
葡萄乾奶酥麵包,100 g,306.0,8.4,50.4,7.9,TFDA
葡萄果醬,100 g,261.0,0.0,60.9,1.9,TFDA
葡萄柚汁(非原汁),100 g,41.0,0.2,9.7,0.2,TFDA
葡萄籽油,100 g,884.0,0.0,0.0,100.0,TFDA
葫蘆瓜,100 g,20.0,0.5,4.1,0.3,TFDA
葵扇白菜,100 g,14.0,1.6,2.4,0.1,TFDA
葵花籽油,100 g,884.0,0.0,0.0,100.0,TFDA
葵花籽油(多種維生素強化),100 g,883.0,0.0,0.0,99.9,TFDA
葵花芽,100 g,26.0,2.5,4.3,0.4,TFDA
蒜味甘扁桃仁,100 g,648.0,23.3,18.0,53.6,TFDA
蒜味豆豉醬,100 g,270.0,9.5,19.7,17.0,TFDA
蒜粉,100 g,332.0,18.1,71.9,0.4,TFDA
蒜苗,100 g,54.0,2.2,12.0,0.1,TFDA
蒜蓉醬,100 g,282.0,4.2,21.2,20.0,TFDA
蒜頭酥,100 g,452.0,11.7,61.2,17.8,TFDA
蒟蒻粉,100 g,351.0,0.2,87.2,0.2,TFDA
蒟蒻香腸(蒜味),100 g,289.0,19.4,19.3,14.9,TFDA
蒲瓜(圓形),100 g,18.0,0.6,4.0,0.1,TFDA
蒲瓜(長形),100 g,19.0,0.5,4.2,0.1,TFDA
蒲瓜平均值,100 g,18.0,0.5,4.0,0.1,TFDA
蒸肉粉(五香),100 g,350.0,10.3,74.8,1.1,TFDA
蒸蛋(市售),100 g,32.0,3.6,3.4,1.8,TFDA
蒸蛋(微波爐),100 g,82.0,6.4,1.8,6.0,TFDA
蒸蛋(電鍋),100 g,80.0,5.8,1.3,6.0,TFDA
蒸蛋平均值,100 g,64.0,5.3,2.2,4.6,TFDA
蓮子,100 g,141.0,9.3,25.6,0.5,TFDA
蓮子(乾),100 g,334.0,21.8,60.9,1.2,TFDA
蓮花芒果,100 g,47.0,0.4,12.2,0.2,TFDA
蓮藕,100 g,65.0,2.0,13.5,0.2,TFDA
蓮藕粉,100 g,365.0,0.1,88.3,0.1,TFDA
蓮藕糖,100 g,395.0,0.2,97.8,0.4,TFDA
蓮霧(紅寶石),100 g,33.0,0.3,8.1,0.3,TFDA
蓮霧(黑珍珠),100 g,51.0,0.3,13.0,0.4,TFDA
蓮霧(黑金剛),100 g,34.0,0.5,8.8,0.1,TFDA
蓮霧平均值(粉紅色種),100 g,39.0,0.4,10.0,0.3,TFDA
蔓越莓汁(非原汁),100 g,45.0,0.9,10.0,0.1,TFDA
蔘鬚,100 g,330.0,7.0,76.2,1.8,TFDA
蔥油餅,100 g,305.0,8.3,46.9,9.3,TFDA
蔥醬,100 g,149.0,2.2,19.5,6.8,TFDA
蕃茄汁(非原汁),100 g,22.0,0.7,4.4,0.2,TFDA
蕃茄義大利麵醬,100 g,70.0,3.2,8.9,2.5,TFDA
蕃茄醬,100 g,114.0,1.6,26.7,0.1,TFDA
蕃薯餅,100 g,331.0,3.9,54.9,10.6,TFDA
蕎麥(甜蕎),100 g,361.0,11.0,71.3,2.9,TFDA
蕎麥芽,100 g,20.0,1.9,3.4,0.2,TFDA
蕎麥麵(乾),100 g,349.0,12.7,70.6,1.7,TFDA
蕎麥麵(濕),100 g,153.0,6.3,28.6,1.5,TFDA
蕹菜(土植)(10月取樣),100 g,17.0,1.8,2.6,0.3,TFDA
蕹菜(土植)(1月取樣),100 g,22.0,2.0,3.5,0.3,TFDA
蕹菜(土植)(4月取樣),100 g,20.0,1.7,3.5,0.2,TFDA
蕹菜(土植)(7月取樣),100 g,17.0,1.9,2.8,0.1,TFDA
蕹菜(有機)(10月取樣),100 g,19.0,1.7,3.0,0.4,TFDA
蕹菜(有機)(4月取樣),100 g,26.0,1.9,4.7,0.3,TFDA
蕹菜(水耕)(10月取樣),100 g,23.0,2.2,3.8,0.3,TFDA
蕹菜(水耕)(1月取樣),100 g,27.0,2.7,4.5,0.3,TFDA
蕹菜(水耕)(4月取樣),100 g,24.0,2.2,4.3,0.1,TFDA
蕹菜(水耕)(7月取樣),100 g,17.0,1.9,2.7,0.2,TFDA
蕺菜,100 g,46.0,3.2,7.7,0.9,TFDA
薄荷,100 g,55.0,3.1,10.9,0.6,TFDA
薄鹽醬油(低鈉),100 g,77.0,7.4,11.9,,TFDA
薄鹽醬油(低鈉高鉀),100 g,56.0,6.5,7.6,,TFDA
薄鹽黑豆醬油膏,100 g,124.0,7.6,23.3,0.1,TFDA
薏仁,100 g,378.0,14.1,66.2,6.1,TFDA
薏仁粉,100 g,395.0,10.9,80.0,3.5,TFDA
薏仁醋,100 g,13.0,,3.3,,TFDA
薏仁醬油,100 g,83.0,9.3,11.5,,TFDA
薑母茶,100 g,28.0,,7.0,,TFDA
薑粉,100 g,333.0,10.4,70.5,3.6,TFDA
薑糖,100 g,359.0,0.3,84.0,2.5,TFDA
薑茶沖泡包,100 g,399.0,0.3,98.7,0.3,TFDA
薑蓉醬,100 g,65.0,1.0,9.4,2.6,TFDA
薑黃粉,100 g,358.0,14.6,69.0,2.7,TFDA
薔薇項鰭魚(去皮),100 g,96.0,17.3,0.0,2.4,TFDA
薔薇項鰭魚(含皮),100 g,93.0,17.9,0.0,1.8,TFDA
薤,100 g,11.0,0.5,1.9,0.2,TFDA
藍圓鰺,100 g,114.0,24.0,0.0,1.3,TFDA
藍寶石洋香瓜,100 g,34.0,1.1,8.2,0.0,TFDA
藍對蝦,100 g,95.0,20.9,0.0,0.6,TFDA
藍莓(台灣),100 g,53.0,0.5,13.6,0.3,TFDA
藍豬齒魚,100 g,81.0,18.5,0.2,0.2,TFDA
藍點鸚哥魚,100 g,86.0,20.1,0.6,0.1,TFDA
藤三七,100 g,21.0,1.6,3.2,0.5,TFDA
蘆筍花,100 g,21.0,2.9,2.7,0.3,TFDA
蘆薈,100 g,4.0,0.1,0.2,0.4,TFDA
蘆薈露飲料,100 g,44.0,0.0,10.9,,TFDA
蘇打餅乾(蔬菜),100 g,512.0,7.8,64.5,24.7,TFDA
蘋果平均值(混色),100 g,51.0,0.2,13.9,0.1,TFDA
蘋果平均值(青皮),100 g,50.0,0.3,13.1,0.2,TFDA
蘋果汁(100%),100 g,51.0,0.1,12.2,0.2,TFDA
蘋果汁(非原汁),100 g,47.0,0.1,10.9,0.4,TFDA
蘑菇醬,100 g,58.0,1.5,7.7,2.4,TFDA
蘿美萵苣,100 g,13.0,1.0,2.3,0.2,TFDA
蘿蔔乾,100 g,58.0,2.2,10.8,1.2,TFDA
蘿蔔芽,100 g,24.0,2.1,3.9,0.4,TFDA
蘿蔔葉,100 g,14.0,1.7,2.0,0.2,TFDA
蘿蔔酥,100 g,427.0,7.5,52.3,20.9,TFDA
虎皮蛙,100 g,94.0,21.1,0.6,0.4,TFDA
虱目魚(12月),100 g,192.0,21.4,0.1,11.2,TFDA
虱目魚(2022年取樣),100 g,243.0,20.1,1.4,17.4,TFDA
虱目魚(2月),100 g,180.0,19.8,1.3,10.6,TFDA
虱目魚(5月),100 g,189.0,22.3,0.0,10.4,TFDA
虱目魚(8月),100 g,124.0,23.7,0.5,2.6,TFDA
虱目魚(9月),100 g,208.0,22.0,0.0,12.7,TFDA
虱目魚(含皮),100 g,200.0,21.8,0.0,11.9,TFDA
虱目魚平均值(去皮),100 g,179.0,21.8,0.2,9.5,TFDA
虱目魚腹肉(虱目魚肚),100 g,342.0,17.4,0.0,29.6,TFDA
蚵仔煎,100 g,192.0,4.9,19.7,10.4,TFDA
蚵仔白菜(2022年取樣),100 g,13.0,1.4,1.8,0.3,TFDA
蛇肉,100 g,85.0,19.0,0.0,0.4,TFDA
蛋塔,100 g,376.0,4.1,41.1,21.7,TFDA
蛋塔(葡式),100 g,375.0,3.7,31.9,25.8,TFDA
蛋捲(芝麻),100 g,549.0,6.8,55.5,33.3,TFDA
蛋蕉(2023年取樣),100 g,87.0,1.1,23.3,0.0,TFDA
蛋酥花生仁,100 g,606.0,21.1,31.8,43.8,TFDA
蛋黃果,100 g,106.0,1.4,27.3,0.3,TFDA
蛋黃芋頭酥,100 g,217.0,3.1,44.2,3.0,TFDA
蛋黃酥,100 g,461.0,11.4,44.5,26.4,TFDA
蛙形蟹,100 g,72.0,16.6,2.8,0.1,TFDA
蜂蜜(冬蜜),100 g,315.0,0.1,81.5,0.1,TFDA
蜂蜜(春蜜),100 g,308.0,0.2,79.6,0.2,TFDA
蜂蜜蛋糕(原味),100 g,346.0,6.5,47.4,14.5,TFDA
蜂蜜蛋糕(巧克力),100 g,341.0,6.9,43.1,15.6,TFDA
蜂蜜蛋糕(起司),100 g,352.0,7.4,39.9,18.1,TFDA
蜜世界洋香瓜,100 g,29.0,0.7,7.1,0.1,TFDA
蜜棗(圓形),100 g,44.0,0.9,11.0,0.1,TFDA
蜜棗(長形),100 g,43.0,1.2,10.4,0.2,TFDA
蜜棗平均值(大),100 g,43.0,1.1,10.7,0.1,TFDA
蜜棗李(進口),100 g,53.0,0.6,13.6,0.2,TFDA
蜜汁松子仁,100 g,697.0,14.9,19.0,62.4,TFDA
蜜汁腰果,100 g,600.0,17.6,34.3,43.6,TFDA
蜜糖甜甜圈(波/摩堤),100 g,396.0,2.0,50.6,20.7,TFDA
蝦夷海扇蛤,100 g,70.0,13.7,2.3,1.2,TFDA
蝦油,100 g,56.0,7.4,6.4,0.1,TFDA
蝦皮,100 g,155.0,33.6,2.7,1.3,TFDA
蝦米,100 g,264.0,57.1,0.0,2.2,TFDA
蝦醬,100 g,99.0,19.6,1.3,1.7,TFDA
蝸牛肉,100 g,78.0,16.7,0.0,0.7,TFDA
螳螂蝦,100 g,67.0,14.7,0.0,0.5,TFDA
蟠桃,100 g,45.0,0.9,11.3,0.2,TFDA
蟹腳肉,100 g,53.0,11.6,1.2,0.3,TFDA
蠑螺(加工),100 g,105.0,14.8,11.0,0.2,TFDA
蠔油,100 g,156.0,6.5,32.2,0.1,TFDA
蠔菇,100 g,26.0,2.1,4.8,0.3,TFDA
血斑異大眼鯛,100 g,93.0,20.6,0.0,0.6,TFDA
衛生油麵,100 g,163.0,5.5,31.2,1.8,TFDA
裙帶菜,100 g,58.0,5.0,11.6,0.0,TFDA
褐臭肚魚,100 g,164.0,19.9,0.6,8.8,TFDA
西施舌,100 g,53.0,8.9,5.4,1.6,TFDA
西施蜜柚,100 g,40.0,0.8,10.1,0.2,TFDA
西洋梨(紅皮),100 g,53.0,0.3,13.9,0.2,TFDA
西洋梨(青皮),100 g,62.0,0.3,16.5,0.2,TFDA
西洋梨(黃皮),100 g,44.0,0.2,11.8,0.1,TFDA
西洋梨平均值,100 g,53.0,0.3,14.1,0.2,TFDA
西洋芹菜,100 g,11.0,0.4,2.2,0.2,TFDA
西洋芹菜片,100 g,315.0,24.4,49.9,6.8,TFDA
西瓜平均值(紅肉小瓜),100 g,33.0,0.8,8.0,0.1,TFDA
西瓜平均值(黃肉小瓜),100 g,29.0,0.7,7.3,0.0,TFDA
西瓜汁(非原汁),100 g,30.0,1.1,6.1,0.1,TFDA
西谷米,100 g,360.0,0.1,89.7,0.1,TFDA
角椒,100 g,22.0,0.9,4.7,0.2,TFDA
試交二號小番茄,100 g,30.0,0.7,7.2,0.0,TFDA
調合植物油,100 g,887.0,0.0,0.0,100.3,TFDA
調合芝麻油,100 g,884.0,0.1,0.0,100.0,TFDA
調合花生油,100 g,884.0,0.0,0.0,100.0,TFDA
調味南瓜子(去殼),100 g,607.0,30.4,13.5,47.9,TFDA
調味南瓜子(帶殼),100 g,607.0,25.9,19.5,47.2,TFDA
豆干丁(五香),100 g,383.0,35.4,19.6,18.1,TFDA
豆干片(沙茶),100 g,464.0,16.2,36.4,28.2,TFDA
豆干絲,100 g,170.0,18.3,4.8,8.6,TFDA
豆棗,100 g,420.0,11.7,50.0,19.2,TFDA
豆漿,100 g,60.0,3.2,9.0,1.3,TFDA
豆漿(無糖),100 g,35.0,3.6,0.7,1.9,TFDA
豆漿優酪乳,100 g,70.0,2.0,12.9,1.2,TFDA
豆漿粉,100 g,434.0,37.4,32.5,17.1,TFDA
豆瓣菜,100 g,21.0,2.2,3.2,0.3,TFDA
豆瓣醬,100 g,178.0,14.2,12.2,8.1,TFDA
豆腐皮,100 g,209.0,25.3,2.4,11.0,TFDA
豆花(花生),100 g,60.0,2.0,10.9,0.9,TFDA
豆薯,100 g,31.0,0.7,6.8,0.1,TFDA
豆豉,100 g,237.0,20.4,12.8,11.5,TFDA
豆酥,100 g,540.0,30.1,19.2,38.1,TFDA
豆酥醬,100 g,671.0,12.2,10.4,64.5,TFDA
豇豆(莢),100 g,35.0,2.4,6.2,0.1,TFDA
豌豆仁,100 g,123.0,9.2,21.7,0.4,TFDA
豌豆仁罐頭,100 g,126.0,7.2,22.1,0.9,TFDA
豌豆芽,100 g,25.0,4.0,2.9,0.4,TFDA
豌豆苗,100 g,31.0,3.7,4.4,0.5,TFDA
豌豆莢,100 g,41.0,2.9,7.1,0.2,TFDA
豐水梨,100 g,36.0,0.5,9.4,0.1,TFDA
象牙鳳螺,100 g,78.0,16.9,3.6,0.7,TFDA
豬上肩肉,100 g,207.0,18.9,0.0,14.0,TFDA
豬下肩瘦肉,100 g,131.0,20.1,0.0,5.0,TFDA
豬下肩肉,100 g,200.0,18.1,0.0,13.6,TFDA
豬前腳,100 g,252.0,21.9,0.0,17.6,TFDA
豬前腿外腱肉,100 g,146.0,20.7,0.0,6.5,TFDA
豬去皮腹脇肉,100 g,360.0,14.9,0.5,32.9,TFDA
豬大排,100 g,214.0,19.1,0.0,14.7,TFDA
